Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Number of offences
2009,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,41
2009,4,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,4
2009,4,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,12
2009,4,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,62
2009,4,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,18
2009,4,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,54
2009,4,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,9
2009,4,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,49
2009,4,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,70
2009,4,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2009,4,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,289
2009,4,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,6
2009,4,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,2
2009,4,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,11
2009,4,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,284
2009,5,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,2
2009,5,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,2
2009,5,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,4
2009,5,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,14
2009,5,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,53
2009,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,4
2009,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,26
2009,5,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,1
2009,5,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,13
2009,5,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,28
2009,5,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,5
2009,5,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,49
2009,5,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,4
2009,5,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,31
2009,5,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,89
2009,5,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,276
2009,5,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,11
2009,5,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,18
2009,5,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,272
2009,6,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,1
2009,6,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,3
2009,6,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,4
2009,6,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,17
2009,6,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,39
2009,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,3
2009,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,21
2009,6,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,4
2009,6,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,10
2009,6,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2009,6,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,40
2009,6,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,8
2009,6,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,63
2009,6,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,14
2009,6,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,18
2009,6,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,60
2009,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2009,6,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,285
2009,6,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,2
2009,6,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2009,6,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,7
2009,6,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,294
2009,7,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,3
2009,7,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,3
2009,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,22
2009,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,39
2009,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,3
2009,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,27
2009,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,5
2009,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,9
2009,7,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,1
2009,7,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,62
2009,7,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,15
2009,7,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,19
2009,7,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,11
2009,7,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,23
2009,7,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,51
2009,7,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,278
2009,7,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,10
2009,7,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2009,7,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2009,7,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,260
2009,8,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,2
2009,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,4
2009,8,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,3
2009,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,16
2009,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,30
2009,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,12
2009,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,22
2009,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,6
2009,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,7
2009,8,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,81
2009,8,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,4
2009,8,Homicide and related Offences,Manslaughter,No alcohol involved,Non-DV,Darwin,1
2009,8,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,12
2009,8,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,14
2009,8,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,29
2009,8,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,79
2009,8,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,4
2009,8,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,251
2009,8,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,12
2009,8,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,10
2009,8,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,253
2009,9,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2009,9,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,9
2009,9,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,26
2009,9,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,36
2009,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,5
2009,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,23
2009,9,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,5
2009,9,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,14
2009,9,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,51
2009,9,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,12
2009,9,Homicide and related Offences,Attempted Murder,No alcohol involved,Non-DV,Darwin,2
2009,9,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,50
2009,9,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,7
2009,9,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,20
2009,9,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,72
2009,9,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,5
2009,9,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,226
2009,9,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,1
2009,9,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,9
2009,9,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,324
2009,10,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,1
2009,10,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,4
2009,10,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,8
2009,10,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,28
2009,10,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,50
2009,10,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,5
2009,10,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,35
2009,10,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,2
2009,10,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,19
2009,10,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,45
2009,10,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,6
2009,10,Homicide and related Offences,Driving causing death,No alcohol involved,Non-DV,Darwin,1
2009,10,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,67
2009,10,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,12
2009,10,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,30
2009,10,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,93
2009,10,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,2
2009,10,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,347
2009,10,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,6
2009,10,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,1
2009,10,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,8
2009,10,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,305
2009,11,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,1
2009,11,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,1
2009,11,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,8
